,round,group,player_slot,cost,break_even_bid_no_rym,percentile_no_rym,correction_factor,break_even_bid_rym,percentile_rym,max_bid_no_rym,max_bid_rym,ws,other_costs,cost_A,cost_B,production,id_scenario
0,1,1,1,52.191328,52.191328,67.63831052944676,0.9319879999999999,56.0,77.33491969066033,90.3,70,6.9,1.12,46.599399999999996,5.591928000000003,2891.793697192464,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
1,1,1,2,38.784921600000004,38.784921600000004,17.787031528851873,0.8080192,48.0,39.53004164187983,90.3,70,8.2,0.96,40.400960000000005,-1.6160384000000008,3653.284405406161,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
2,1,1,3,79.05357150128816,79.05357150128816,98.92920880428316,1.29,61.281838373091595,98.92920880428316,90.3,70,5.1,1.14,69.3452381590247,9.708333342263458,1620.6598526034632,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
3,1,1,4,54.6124649,54.6124649,73.4681737061273,1.1145401,49.0,44.31885782272457,90.3,70,5.9,0.98,55.727005,-1.1145400999999993,2203.80697148829,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
4,1,2,1,61.829392,61.829392,86.13920285544319,1.066024,57.99999999999999,87.32897085068412,90.3,70,6.1,1.16,53.3012,8.528191999999997,2346.759967225184,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
5,1,2,2,73.5621784418239,73.5621784418239,96.54967281380131,1.29,57.02494452854566,83.87864366448542,90.3,70,5.3,1.12,65.6805164659142,7.881661975909708,1766.7501763451485,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
6,1,2,3,53.3268753,53.3268753,70.49375371802499,0.9608445999999999,55.5,75.01487209994052,90.3,70,6.7,1.11,48.042229999999996,5.284645300000001,2760.2544196832227,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
7,1,2,4,49.68462675000001,49.68462675000001,60.797144556811425,0.8952185,55.50000000000001,75.93694229625223,90.3,70,7.2,1.11,44.760925,4.923701750000006,3082.3461630779525,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
8,1,3,1,33.091448551357644,33.091448551357644,2.3200475907198097,0.79,41.88790955868056,9.280190362879239,90.3,70,9.0,0.85,38.9311159427737,-5.839667391416057,4034.143044805663,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
9,1,3,2,67.8068783,67.8068783,92.6829268292683,1.1396114,59.5,95.35990481856038,90.3,70,5.8,1.19,56.98057,10.826308299999994,2131.626659462528,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
10,1,3,3,33.575696,33.575696,3.2123735871505055,0.8393924,40.0,1.041046995835812,90.3,70,7.8,0.8,41.96962,-8.393923999999998,3437.2208174516622,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
11,1,3,4,47.4256706,47.4256706,52.88518738845925,0.8393924,56.49999999999999,80.1308744794765,90.3,70,7.8,1.13,41.96962,5.4560505999999975,3437.2208174516622,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
12,1,4,1,45.6097356,45.6097356,44.854253420582985,0.8001708000000001,56.99999999999999,82.51041046995836,90.3,70,8.4,1.14,40.00854,5.601195599999997,3754.965449409183,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
13,1,4,2,37.651055500000005,37.651055500000005,13.920285544318858,0.7926538000000001,47.5,37.03152885187389,90.3,70,8.6,0.95,39.632690000000004,-1.9816344999999984,3852.355352958242,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
14,1,4,3,56.1826232,56.1826232,76.7995240928019,1.2768778,44.0,19.631171921475314,90.3,70,5.4,0.88,63.84389,-7.6612668,1839.9646853205938,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
15,1,4,4,49.70785599999999,49.70785599999999,60.85663295657347,0.857032,57.99999999999999,87.32897085068412,90.3,70,7.6,1.16,42.8516,6.856255999999995,3322.95250850423,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
16,2,1,1,31.854824000000004,31.854824000000004,0.5353955978584176,0.7963706,40.0,1.041046995835812,90.3,70,8.5,0.8,39.81853,-7.963705999999998,3804.1989632496698,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
17,2,1,2,44.52697200000001,44.52697200000001,40.15466983938132,0.8481328,52.50000000000001,61.71921475312314,90.3,70,7.7,1.05,42.40664,2.1203320000000048,3380.599171369953,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
18,2,1,3,55.966260000000005,55.966260000000005,76.20464009518145,1.066024,52.5,60.7674003569304,90.3,70,6.1,1.05,53.3012,2.665060000000004,2346.759967225184,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
19,2,1,4,32.70213739192991,32.70213739192991,1.6656751933372993,0.79,41.39511062269609,6.960142772159429,90.3,70,9.0,0.84,38.9311159427737,-6.228978550843792,4034.143044805663,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
20,2,2,1,44.735423999999995,44.735423999999995,41.04699583581202,0.9319879999999999,48.0,39.53004164187983,90.3,70,6.9,0.96,46.599399999999996,-1.863976000000001,2891.793697192464,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
21,2,2,2,71.60836305,71.60836305,95.47888161808447,1.2035019,59.49999999999999,94.46757882212968,90.3,70,5.6,1.19,60.175095,11.433268049999995,1986.2186485554405,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
22,2,2,3,35.7740172,35.7740172,8.328375966686496,0.8223912,43.50000000000001,18.233194527067223,90.3,70,8.0,0.87,41.11956,-5.345542799999997,3547.3526180837684,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
23,2,2,4,84.6896124684543,84.6896124684543,99.94051160023795,1.29,65.65086237864674,99.94051160023795,90.3,70,5.0,1.19,71.16774157012966,13.521870898324636,1548.0076471579075,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
24,2,3,1,62.41071434312224,62.41071434312224,86.9125520523498,1.29,48.38039871559863,40.5116002379536,90.3,70,5.1,0.9,69.3452381590247,-6.934523815902466,1620.6598526034632,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
25,2,3,2,41.029047919516735,41.029047919516735,25.877453896490184,0.79,51.9355036955908,57.584770969660916,90.3,70,8.7,1.04,39.45100761491994,1.5780403045967972,3899.430925071707,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
26,2,3,3,52.6373414,52.6373414,68.88756692444973,0.8846612,59.49999999999999,94.46757882212968,90.3,70,7.3,1.19,44.23306,8.404281399999995,3143.974070805334,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
27,2,3,4,57.170253699999996,57.170253699999996,78.76264128494944,0.9608445999999999,59.5,95.35990481856038,90.3,70,6.7,1.19,48.042229999999996,9.1280237,2760.2544196832227,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
28,2,4,1,41.73557,41.73557,28.732897085068412,0.907295,46.00000000000001,30.160618679357526,90.3,70,7.1,0.92,45.36475,-3.629179999999998,3019.760489755876,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
29,2,4,2,67.39610640000001,67.39610640000001,92.26650803093396,1.2035019,56.00000000000001,78.28673408685306,90.3,70,5.6,1.12,60.175095,7.221011400000009,1986.2186485554405,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
30,2,4,3,48.4409254,48.4409254,56.573468173706125,0.8141332,59.5,95.35990481856038,90.3,70,8.1,1.19,40.70666,7.734265399999998,3600.84695020913,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
31,2,4,4,32.895132700000005,32.895132700000005,1.9631171921475312,0.7926538000000001,41.5,8.209399167162402,90.3,70,8.6,0.83,39.632690000000004,-6.737557299999999,3852.355352958242,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
32,3,1,1,45.973920400000004,45.973920400000004,46.46044021415824,0.7926538000000001,58.0,88.28078524687686,90.3,70,8.6,1.16,39.632690000000004,6.341230400000001,3852.355352958242,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
33,3,1,2,51.282513,51.282513,65.37775133848899,1.1396114,45.00000000000001,25.10410469958358,90.3,70,5.8,0.9,56.98057,-5.698056999999999,2131.626659462528,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
34,3,1,3,46.461104,46.461104,48.720999405116004,0.8080192,57.49999999999999,84.97917906008328,90.3,70,8.2,1.15,40.400960000000005,6.060143999999994,3653.284405406161,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
35,3,1,4,42.89493125,42.89493125,33.49196906603213,1.0092925,42.5,12.819750148720999,90.3,70,6.4,0.85,50.464625,-7.569693749999999,2556.7585973306004,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
36,3,2,1,54.71340349999999,54.71340349999999,73.70612730517549,0.919553,59.49999999999999,94.46757882212968,90.3,70,7.0,1.19,45.97765,8.735753499999994,2956.235927864234,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
37,3,2,2,70.228279,70.228279,94.52706722189173,1.2768778,55.0,72.48661511005353,90.3,70,5.4,1.1,63.84389,6.384388999999999,1839.9646853205938,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
38,3,2,3,53.334073999999994,53.334073999999994,70.55324211778704,0.919553,57.99999999999999,87.32897085068412,90.3,70,7.0,1.16,45.97765,7.356423999999997,2956.235927864234,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
39,3,2,4,58.294958900000005,58.294958900000005,80.72575847709696,1.0896254,53.5,65.55621653777513,90.3,70,6.0,1.07,54.48127,3.8136889000000025,2275.5401511823243,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
40,3,3,1,49.891986,49.891986,61.27305175490779,0.875298,57.0,83.49196906603213,90.3,70,7.4,1.14,43.764900000000004,6.1270859999999985,3204.6274315761634,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
41,3,3,2,33.6877865,33.6877865,3.4503271861986913,0.7926538000000001,42.5,12.819750148720999,90.3,70,8.6,0.85,39.632690000000004,-5.944903500000002,3852.355352958242,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
42,3,3,3,37.87296731032314,37.87296731032314,14.8720999405116,0.79,47.94046494977613,38.132064247471746,90.3,70,8.7,0.96,39.45100761491994,-1.5780403045967972,3899.430925071707,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
43,3,3,4,46.5254272,46.5254272,48.839976204640095,0.8308112,56.00000000000001,78.28673408685306,90.3,70,7.9,1.12,41.54056,4.984867200000004,3492.8080850201604,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
44,3,4,1,53.26550075,53.26550075,70.31528851873884,0.8952185,59.5,95.35990481856038,90.3,70,7.2,1.19,44.760925,8.50457575,3082.3461630779525,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
45,3,4,2,41.9419512,41.9419512,29.38726948245092,0.8223912,51.0,53.599048185603806,90.3,70,8.0,1.02,41.11956,0.8223911999999984,3547.3526180837684,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
46,3,4,3,52.51279949999999,52.51279949999999,68.5901249256395,1.1669511,45.0,24.15229030339084,90.3,70,5.7,0.9,58.34755499999999,-5.8347555,2059.071224897595,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
47,3,4,4,43.633036800000006,43.633036800000006,36.4069006543724,0.8080192,54.00000000000001,68.94705532421177,90.3,70,8.2,1.08,40.400960000000005,3.2320768000000015,3653.284405406161,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
48,4,1,1,64.2878986,64.2878986,89.17311124330756,1.0896254,59.0,92.9506246281975,90.3,70,6.0,1.18,54.48127,9.806628600000003,2275.5401511823243,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
49,4,1,2,39.4673325,39.4673325,20.285544318857823,0.907295,43.5,17.48958953004164,90.3,70,7.1,0.87,45.36475,-5.897417500000003,3019.760489755876,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
50,4,1,3,39.398636200000006,39.398636200000006,19.80963712076145,0.8040538,49.00000000000001,44.97323022010708,90.3,70,8.3,0.98,40.202690000000004,-0.8040537999999984,3704.6590150147713,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
51,4,1,4,35.1488352,35.1488352,6.781677572873289,0.8080192,43.5,17.48958953004164,90.3,70,8.2,0.87,40.400960000000005,-5.252124800000004,3653.284405406161,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
52,4,2,1,47.261519549999996,47.261519549999996,51.99286139202855,1.1669511,40.5,3.1528851873884594,90.3,70,5.7,0.81,58.34755499999999,-11.086035449999997,2059.071224897595,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
53,4,2,2,44.4877972,44.4877972,40.03569303985723,0.8393924,53.0,63.08744794765021,90.3,70,7.8,1.06,41.96962,2.518177200000004,3437.2208174516622,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
54,4,2,3,39.8622416,39.8622416,21.594289113622843,0.8481328,46.99999999999999,33.908387864366446,90.3,70,7.7,0.94,42.40664,-2.5443984000000057,3380.599171369953,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
55,4,2,4,45.694616,45.694616,45.27067221891731,0.8308112,55.00000000000001,73.4681737061273,90.3,70,7.9,1.1,41.54056,4.154056000000004,3492.8080850201604,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
56,4,3,1,53.42157489999999,53.42157489999999,70.73170731707317,0.9455146,56.499999999999986,79.50624628197501,90.3,70,6.8,1.13,47.275729999999996,6.145844899999993,2826.4576240077954,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
57,4,3,2,46.876298399999996,46.876298399999996,50.56513979773944,0.8223912,56.99999999999999,82.51041046995836,90.3,70,8.0,1.14,41.11956,5.756738399999996,3547.3526180837684,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
58,4,3,3,42.451953,42.451953,31.766805472932777,0.875298,48.5,41.760856632956575,90.3,70,7.4,0.97,43.764900000000004,-1.3129470000000012,3204.6274315761634,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
59,4,3,4,68.20876150000001,68.20876150000001,92.92088042831648,1.2401593,55.00000000000001,73.4681737061273,90.3,70,5.5,1.1,62.007965,6.20079650000001,1913.1530304421865,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
60,4,4,1,49.729611999999996,49.729611999999996,60.916121356335516,1.0469392,47.5,37.03152885187389,90.3,70,6.2,0.95,52.346959999999996,-2.617348,2417.4057379964315,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
61,4,4,2,41.5499238,41.5499238,27.840571088637716,0.8393924,49.5,46.6686496133254,90.3,70,7.8,0.99,41.96962,-0.4196961999999971,3437.2208174516622,scenario_2_seed:1618033_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
