,round,group,player_slot,cost,break_even_bid_no_rym,percentile_no_rym,correction_factor,break_even_bid_rym,percentile_rym,max_bid_no_rym,max_bid_rym,ws,other_costs,cost_A,cost_B,production,id_scenario
0,1,1,1,55.96283835,55.96283835,76.14515169541939,1.2035019,46.5,31.52885187388459,90.3,70,5.6,0.93,60.175095,-4.2122566500000005,1986.2186485554405,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
1,1,1,2,38.047382400000004,38.047382400000004,15.229030339083879,0.7926538000000001,48.0,39.53004164187983,90.3,70,8.6,0.96,39.632690000000004,-1.5853076000000001,3852.355352958242,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
2,1,1,3,81.13122538994782,81.13122538994782,99.40511600237953,1.29,62.89242278290528,99.40511600237953,90.3,70,5.0,1.14,71.16774157012966,9.963483819818151,1548.0076471579075,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
3,1,1,4,63.015359399999994,63.015359399999994,87.68590124925639,1.1669511,54.0,67.965496728138,90.3,70,5.7,1.08,58.34755499999999,4.667804400000001,2059.071224897595,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
4,1,2,1,44.624985900000006,44.624985900000006,40.63057703747769,0.8040538,55.50000000000001,75.93694229625223,90.3,70,8.3,1.11,40.202690000000004,4.422295900000002,3704.6590150147713,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
5,1,2,2,46.4651028,46.4651028,48.78048780487805,0.8223912,56.5,81.05294467578823,90.3,70,8.0,1.13,41.11956,5.345542799999997,3547.3526180837684,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
6,1,2,3,48.8311305,48.8311305,57.9417013682332,1.0280238,47.50000000000001,37.71564544913742,90.3,70,6.3,0.95,51.40119,-2.5700594999999993,2487.4220738687186,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
7,1,2,4,72.59109640153225,72.59109640153225,96.0142772159429,1.29,56.27216775312578,79.2385484830458,90.3,70,5.0,1.02,71.16774157012966,1.423354831402591,1548.0076471579075,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
8,1,3,1,76.96733216837657,76.96733216837657,98.15585960737656,1.29,59.664598580136875,96.13325401546699,90.3,70,5.2,1.14,67.51520365647069,9.452128511905883,1693.6122771870748,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
9,1,3,2,33.2914596,33.2914596,2.676977989292088,0.7926538000000001,42.0,10.618679357525282,90.3,70,8.6,0.84,39.632690000000004,-6.341230400000001,3852.355352958242,scenario_4_seed:16180_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
